LOCUS_ID	CATEGORY	TRAIT	CHR	BP	MARKER	GENE
142	Liver-related	AST	7	50258479	rs4598207	C7orf72,IKZF1
142	Protein	AG	7	50258479	rs4598207	C7orf72,IKZF1
143	Hematological	MCH	7	50427982	rs6592965	IKZF1
143	Hematological	MCV	7	50427982	rs6592965	IKZF1
143	Hematological	RBC	7	50427982	rs6592965	IKZF1
144	Metabolic	TG	7	73023881	rs12531645	MLXIPL
144	Protein	Alb	7	73040814	rs34121855	MLXIPL,VPS37D
144	Kidney-related	UA	7	73042443	rs6460047	MLXIPL,VPS37D
144	Metabolic	LDL-C	7	72982874	rs17145738	TBL2
144	Liver-related	GGT	7	73042614	rs7786376	MLXIPL,VPS37D
145	Hematological	MCHC	7	80174361	rs139761834	GNAT3,CD36
145	Liver-related	AST	7	80174361	rs139761834	GNAT3,CD36
145	Hematological	Plt	7	80174361	rs139761834	GNAT3,CD36
146	Hematological	Neutro	7	92408370	rs445	CDK6
146	Hematological	Eosino	7	92408370	rs445	CDK6
146	Hematological	Mono	7	92408370	rs445	CDK6
146	Hematological	WBC	7	92408370	rs445	CDK6
147	Hematological	RBC	7	100235508	rs62482241	TFR2
147	Hematological	MCHC	7	100226665	rs4548095	TFR2
147	Hematological	Ht	7	100243411	rs10953299	ACTL6B
147	Hematological	MCH	7	100235508	rs62482241	TFR2
147	Hematological	MCV	7	100242411	rs7383856	ACTL6B
148	Metabolic	HbA1c	7	127841626	rs4728092	SND1,MIR129-1
148	Metabolic	HDL-C	7	127851628	rs7778167	MIR129-1,LEP
149	Protein	AG	8	11337587	rs2409780	FAM167A,BLK
149	Protein	NAP	8	11337587	rs2409780	FAM167A,BLK
150	Metabolic	TG	8	19824563	rs1059611	LPL
150	Metabolic	HDL-C	8	19819328	rs325	LPL
151	Hematological	MCH	8	21849962	rs727694	XPO7
151	Hematological	MCV	8	21779937	rs80207740	XPO7
152	Hematological	MCHC	8	23434335	rs2942216	SLC25A37,NKX3-1
152	Hematological	MCH	8	23432332	rs8534	SLC25A37,NKX3-1
153	Kidney-related	sCr	8	23769618	rs1705694	STC1,ADAM28
153	Kidney-related	BUN	8	23742537	rs819195	STC1,ADAM28
153	Kidney-related	eGFR	8	23769618	rs1705694	STC1,ADAM28
154	Metabolic	TC	8	59382311	rs116961202	UBXN2B,CYP7A1
154	Metabolic	LDL-C	8	59398276	rs75214121	UBXN2B,CYP7A1
155	Hematological	Neutro	8	61701057	rs4237036	CHD7
155	Hematological	Eosino	8	61723777	rs6994642	CHD7
155	Hematological	WBC	8	61704055	rs13280978	CHD7
156	Hematological	MCV	8	103251255	rs2290707	RRM2B
156	Hematological	MCH	8	103251255	rs2290707	RRM2B
157	Metabolic	BS	8	118184783	rs13266634	SLC30A8
157	Metabolic	HbA1c	8	118184783	rs13266634	SLC30A8
158	Echocardiographic	LVDd	8	125859850	rs34866937	MIR4662B,LINC00964
158	Echocardiographic	LVDs	8	125859850	rs34866937	MIR4662B,LINC00964
158	Echocardiographic	FS	8	125859850	rs34866937	MIR4662B,LINC00964
158	Echocardiographic	RWT	8	125859850	rs34866937	MIR4662B,LINC00964
158	Echocardiographic	EF	8	125859850	rs34866937	MIR4662B,LINC00964
159	Liver-related	GGT	8	126482077	rs2954021	TRIB1,LINC00861
159	Metabolic	TC	8	126479362	rs6982502	TRIB1,LINC00861
159	Liver-related	ALT	8	126490972	rs2954029	TRIB1,LINC00861
159	Liver-related	ALP	8	126482077	rs2954021	TRIB1,LINC00861
159	Metabolic	TG	8	126482077	rs2954021	TRIB1,LINC00861
159	Hematological	Baso	8	126474356	rs2980884	TRIB1,LINC00861
159	Protein	TP	8	126479362	rs6982502	TRIB1,LINC00861
159	Metabolic	LDL-C	8	126478450	rs2001846	TRIB1,LINC00861
160	Kidney-related	sCr	8	130371638	rs75834729	CCDC26
160	Kidney-related	eGFR	8	130371638	rs75834729	CCDC26
161	Hematological	WBC	8	130601089	rs1433578	CCDC26
161	Hematological	Baso	8	130626164	rs10100356	CCDC26
161	Hematological	Mono	8	130621254	rs35389394	CCDC26
162	Blood pressure	MAP	8	143996363	rs6418	CYP11B2
162	Blood pressure	SBP	8	143982961	rs62525059	CYP11B1,CYP11B2
163	Hematological	MCH	8	145081248	rs6420181	GRINA,SPATC1
163	Hematological	MCV	8	145066853	rs56261297	GRINA
164	Hematological	MCH	9	4847168	rs3824430	RCL1
164	Hematological	MCV	9	4852599	rs10758656	RCL1
164	Hematological	RBC	9	4856877	rs10758658	RCL1
165	Hematological	Plt	9	22143570	rs10757287	CDKN2B-AS1,DMRTA1
165	Hematological	Lym	9	22165583	rs1333054	CDKN2B-AS1,DMRTA1
165	Metabolic	HbA1c	9	22130065	rs10965243	CDKN2B-AS1,DMRTA1
165	Metabolic	BS	9	22132698	rs10965246	CDKN2B-AS1,DMRTA1
165	Hematological	WBC	9	22164309	rs17694933	CDKN2B-AS1,DMRTA1
165	Hematological	Mono	9	22162794	rs7041895	CDKN2B-AS1,DMRTA1
166	Metabolic	TC	9	107665739	rs2575876	ABCA1
166	Metabolic	HDL-C	9	107664301	rs1883025	ABCA1
167	Liver-related	ALT	9	117140082	rs4979372	AKNA
167	Liver-related	AST	9	117134191	rs7043196	AKNA
168	Protein	AG	9	130778738	rs10987830	FAM102A,NAIF1
168	Hematological	Mono	9	130778738	rs10987830	FAM102A,NAIF1
169	Other biochemical	LDH	9	136149098	rs116552240	ABO
169	Hematological	MCV	9	136131415	rs8176743	ABO
169	Metabolic	TC	9	136145425	rs9411378	ABO
169	Protein	NAP	9	136149098	rs116552240	ABO
169	Hematological	Ht	9	136141870	rs2519093	ABO
169	Metabolic	LDL-C	9	136145425	rs9411378	ABO
169	Liver-related	ALP	9	136141870	rs2519093	ABO
169	Hematological	MCH	9	136131415	rs8176743	ABO
169	Kidney-related	BUN	9	136149150	rs8176644	ABO
169	Hematological	Hb	9	136141870	rs2519093	ABO
169	Other biochemical	APTT	9	136137106	rs687289	ABO
169	Hematological	RBC	9	136141870	rs2519093	ABO
169	Hematological	Mono	9	136137065	rs687621	ABO
169	Other biochemical	CK	9	136144873	rs491626	ABO
169	Hematological	MCHC	9	136131188	rs8176749	ABO
170	Protein	TP	9	139321836	rs10781540	PMPCA,INPP5E
170	Metabolic	HbA1c	9	139328722	rs7851507	INPP5E
171	Other biochemical	PT	10	20220846	rs927826	PLXDC2
171	Other biochemical	APTT	10	20235463	rs7895470	PLXDC2
172	Hematological	MCV	10	46129269	rs75085022	ZFAND4
172	Hematological	MCH	10	45958676	rs17157825	08-Mar
173	Hematological	RBC	10	51575535	rs75901817	NCOA4,TIMM23B
173	Hematological	MCV	10	51577841	rs17720193	NCOA4,TIMM23B
173	Hematological	MCH	10	51575535	rs75901817	NCOA4,TIMM23B
174	Kidney-related	UA	10	60283008	rs9416703	BICC1
174	Kidney-related	BUN	10	60264741	rs2033149	TFAM,BICC1
174	Hematological	Hb	10	60284763	rs150505258	BICC1
175	Liver-related	TBil	10	65165184	rs10822168	JMJD1C
175	Liver-related	ALP	10	65118203	rs10822161	JMJD1C
175	Other biochemical	PT	10	64955581	rs10761723	JMJD1C
176	Other biochemical	CK	10	69933921	rs10997975	MYPN
176	Kidney-related	sCr	10	69965177	rs7475348	MYPN
176	Kidney-related	eGFR	10	69965177	rs7475348	MYPN
177	Hematological	Plt	10	94839642	rs2068888	CYP26A1,MYOF
177	Metabolic	TG	10	94831513	rs4411227	CYP26C1,CYP26A1
177	Liver-related	TBil	10	94809799	rs835278	EXOC6
177	Metabolic	HDL-C	10	94783777	rs7895716	EXOC6
177	Protein	TP	10	94839724	rs4418728	CYP26A1,MYOF
178	Hematological	WBC	10	98978045	rs12357266	ARHGAP19-SLIT1
178	Hematological	Neutro	10	98978045	rs12357266	ARHGAP19-SLIT1
179	Hematological	RBC	10	101285116	rs12413565	LINC01475
179	Hematological	MCV	10	101276256	rs12412214	GOT1,LINC01475
179	Hematological	MCH	10	101288861	rs60386053	LINC01475
179	Hematological	Mono	10	101290301	rs6584283	LINC01475
180	Kidney-related	sCr	10	104277093	rs75174967	SUFU
180	Kidney-related	eGFR	10	104277093	rs75174967	SUFU
181	Other biochemical	CK	10	104669621	rs9663140	BORCS7-ASMT,CNNM2
181	Electrolyte	Na	10	104585125	rs4919683	WBP1L,CYP17A1
181	Electrolyte	Cl	10	104570284	rs73351820	WBP1L
182	Blood pressure	PP	10	104958900	rs112913898	NT5C2,RPEL1
182	Blood pressure	MAP	10	104958900	rs112913898	NT5C2,RPEL1
182	Blood pressure	SBP	10	104958900	rs112913898	NT5C2,RPEL1
183	Blood pressure	DBP	10	105707431	rs11191871	OBFC1,SLK
183	Hematological	MCV	10	105718386	rs7916093	OBFC1,SLK
183	Hematological	MCH	10	105718386	rs7916093	OBFC1,SLK
184	Hematological	WBC	10	111947275	rs77652395	ADD3,MXI1
184	Hematological	Neutro	10	111947275	rs77652395	ADD3,MXI1
185	Metabolic	TC	10	114025182	rs57594838	GPAM,TECTB
185	Liver-related	ALP	10	113978499	rs2419607	GPAM,TECTB
185	Metabolic	HDL-C	10	114019830	rs4917630	GPAM,TECTB
186	Hematological	MCV	11	205780	rs3782122	BET1L
186	Hematological	RBC	11	205780	rs3782122	BET1L
186	Metabolic	HbA1c	11	199256	rs3741411	ODF3
186	Hematological	MCHC	11	207462	rs11245998	BET1L,RIC8A
187	Blood pressure	SBP	11	1887068	rs569550	LSP1
187	Blood pressure	MAP	11	1892585	rs4980389	LSP1
187	Electrolyte	K	11	1896957	rs588321	LSP1
188	Kidney-related	eGFR	11	2116493	rs10840341	H19,IGF2
188	Kidney-related	sCr	11	2116493	rs10840341	H19,IGF2
189	Metabolic	HbA1c	11	2858440	rs2237896	KCNQ1
189	Metabolic	BS	11	2857233	rs60808706	KCNQ1
190	Hematological	Plt	11	5701883	rs17305868	TRIM5
190	Liver-related	ALP	11	5688683	rs58270597	TRIM5
191	Blood pressure	MAP	11	9765503	rs4910498	SWAP70
191	Hematological	MCV	11	9770318	rs472109	SWAP70
192	Hematological	MCH	11	16038553	rs60718933	SOX6
192	Hematological	MCV	11	16038553	rs60718933	SOX6
193	Kidney-related	eGFR	11	30749090	rs963837	MPPED2,DCDC5
193	Kidney-related	UA	11	30749090	rs963837	MPPED2,DCDC5
193	Kidney-related	BUN	11	30749090	rs963837	MPPED2,DCDC5
193	Kidney-related	sCr	11	30749090	rs963837	MPPED2,DCDC5
194	Kidney-related	sCr	11	50388005	rs691329	LOC646813,OR4A5
194	Kidney-related	eGFR	11	50388005	rs691329	LOC646813,OR4A5
195	Kidney-related	sCr	11	55091574	rs10459012	TRIM51HP,OR4A16
195	Kidney-related	eGFR	11	55072182	rs12806498	TRIM51HP,OR4A16
196	Metabolic	HbA1c	11	61619829	rs174594	FADS2
196	Metabolic	TC	11	61624181	rs97384	FADS2
196	Protein	AG	11	61603358	rs2727271	FADS2
196	Protein	TP	11	61546592	rs174530	MYRF
196	Metabolic	TG	11	61573684	rs174551	FADS1
196	Protein	NAP	11	61603358	rs2727271	FADS2
196	Hematological	Plt	11	61624181	rs97384	FADS2
196	Liver-related	ALT	11	61573684	rs174551	FADS1
196	Hematological	RBC	11	61548559	rs509360	MYRF
197	Hematological	MCV	11	64983703	rs239260	SLC22A20
197	Hematological	MCH	11	64983703	rs239260	SLC22A20
198	Protein	AG	11	65504244	rs12223803	RNASEH2C,AP5B1
198	Kidney-related	sCr	11	65524252	rs7123489	RNASEH2C,AP5B1
199	Protein	NAP	11	72533536	rs11235604	ATG16L2
199	Protein	AG	11	72670900	rs72981516	FCHSD2
200	Kidney-related	eGFR	11	78119822	rs4945275	GAB2
200	Other biochemical	CK	11	78126011	rs11237485	GAB2
200	Kidney-related	sCr	11	77927101	rs2511162	GAB2
200	Other biochemical	LDH	11	78021330	rs7941845	GAB2
201	Electrolyte	Cl	11	87219093	rs7113624	TMEM135,RAB38
201	Electrolyte	Na	11	87219093	rs7113624	TMEM135,RAB38
202	Liver-related	AST	11	93913692	rs74913549	PANX1
202	Liver-related	ALT	11	93913692	rs74913549	PANX1
203	Hematological	Mono	11	95096321	rs75963851	LOC100129203,FAM76B
203	Hematological	WBC	11	95096321	rs75963851	LOC100129203,FAM76B
204	Blood pressure	MAP	11	100578884	rs6590811	ARHGAP42
204	Blood pressure	DBP	11	100601633	rs6590816	ARHGAP42
204	Blood pressure	SBP	11	100578884	rs6590811	ARHGAP42
205	Hematological	MCH	11	108337137	rs7943607	C11orf65
205	Hematological	RBC	11	108131646	rs594153	ATM
205	Hematological	MCV	11	108279201	rs4237579	C11orf65
206	Metabolic	HDL-C	11	116657667	rs3741297	ZPR1
206	Hematological	Plt	11	116663707	rs662799	APOA5
206	Metabolic	TG	11	116662579	rs651821	APOA5
206	Metabolic	LDL-C	11	116650638	rs113932726	ZPR1
206	Hematological	MCHC	11	116662579	rs651821	APOA5
206	Hematological	MCV	11	116662579	rs651821	APOA5
206	Metabolic	TC	11	116679155	rs75542613	APOA5,APOA4
206	Hematological	Ht	11	116662579	rs651821	APOA5
207	Protein	NAP	11	128492549	rs7127911	ETS1,FLI1
207	Protein	AG	11	128492549	rs7127911	ETS1,FLI1
208	Kidney-related	eGFR	12	3358261	rs3782787	TSPAN9
208	Kidney-related	sCr	12	3358261	rs3782787	TSPAN9
209	Hematological	MCV	12	4333159	rs7955734	PARP11,CCND2-AS1
209	Hematological	Ht	12	4333159	rs7955734	PARP11,CCND2-AS1
209	Hematological	RBC	12	4333159	rs7955734	PARP11,CCND2-AS1
209	Hematological	MCH	12	4333159	rs7955734	PARP11,CCND2-AS1
210	Blood pressure	MAP	12	12873748	rs34327	CDKN1B
210	Hematological	Lym	12	12878765	rs66561220	APOLD1
211	Kidney-related	eGFR	12	23899593	rs4399402	SOX5
211	Kidney-related	sCr	12	23899593	rs4399402	SOX5
212	Hematological	Ht	12	52318378	rs3847858	ACVRL1,ACVR1B
212	Hematological	Hb	12	52318378	rs3847858	ACVRL1,ACVR1B
213	Hematological	MCH	12	53752692	rs11170516	SP7,SP1
213	Hematological	MCV	12	53787953	rs2460882	SP1
214	Kidney-related	sCr	12	76271183	rs1275609	KRR1,PHLDA1
214	Kidney-related	eGFR	12	76271183	rs1275609	KRR1,PHLDA1
214	Kidney-related	BUN	12	76271183	rs1275609	KRR1,PHLDA1
215	Electrolyte	Na	12	78842069	rs11109811	NAV3,SYT1
215	Electrolyte	Cl	12	78842894	rs11109815	NAV3,SYT1
216	Blood pressure	SBP	12	89989599	rs1401982	ATP2B1
216	Blood pressure	PP	12	89989599	rs1401982	ATP2B1
216	Blood pressure	DBP	12	89989599	rs1401982	ATP2B1
216	Blood pressure	MAP	12	89989599	rs1401982	ATP2B1
217	Electrolyte	Cl	12	94719017	rs113918189	CEP83
217	Electrolyte	Na	12	94719017	rs113918189	CEP83
218	Liver-related	AST	12	110069190	rs11067592	MVK,FAM222A
218	Metabolic	HDL-C	12	110069190	rs11067592	MVK,FAM222A
218	Hematological	Neutro	12	110098272	rs79208462	MVK,FAM222A
219	Kidney-related	eGFR	12	110259420	rs10850813	TRPV4
219	Kidney-related	sCr	12	110260702	rs7971845	TRPV4
220	Hematological	Neutro	12	111357727	rs2040571	MYL2
220	Hematological	WBC	12	111357727	rs2040571	MYL2
221	Metabolic	LDL-C	12	111718231	rs79105258	ALDH2,CUX2
221	Blood pressure	PP	12	111718231	rs79105258	ALDH2,CUX2
221	Blood pressure	SBP	12	111718231	rs79105258	ALDH2,CUX2
221	Hematological	RBC	12	111718231	rs79105258	ALDH2,CUX2
221	Electrolyte	Na	12	111718231	rs79105258	ALDH2,CUX2
221	Hematological	MCH	12	111718231	rs79105258	ALDH2,CUX2
221	Liver-related	ALT	12	111718231	rs79105258	ALDH2,CUX2
221	Metabolic	BS	12	111718231	rs79105258	ALDH2,CUX2
221	Electrolyte	Cl	12	111718231	rs79105258	ALDH2,CUX2
221	Hematological	MCV	12	111718231	rs79105258	ALDH2,CUX2
221	Liver-related	AST	12	111718231	rs79105258	ALDH2,CUX2
221	Other biochemical	APTT	12	111718231	rs79105258	ALDH2,CUX2
221	Metabolic	HDL-C	12	111718231	rs79105258	ALDH2,CUX2
221	Hematological	MCHC	12	111718231	rs79105258	ALDH2,CUX2
221	Kidney-related	UA	12	111718231	rs79105258	ALDH2,CUX2
221	Kidney-related	BUN	12	111718231	rs79105258	ALDH2,CUX2
221	Blood pressure	DBP	12	111718231	rs79105258	ALDH2,CUX2
221	Liver-related	GGT	12	111718231	rs79105258	ALDH2,CUX2
221	Blood pressure	MAP	12	111718231	rs79105258	ALDH2,CUX2
221	Kidney-related	eGFR	12	111718231	rs79105258	ALDH2,CUX2
221	Kidney-related	sCr	12	111718231	rs79105258	ALDH2,CUX2
222	Electrolyte	Cl	12	113300769	rs3948714	RPH3A
222	Metabolic	LDL-C	12	113277970	rs7315593	RPH3A
223	Blood pressure	DBP	12	115552878	rs35443	TBX3,MED13L
223	Blood pressure	MAP	12	115552878	rs35443	TBX3,MED13L
223	Blood pressure	SBP	12	115552878	rs35443	TBX3,MED13L
224	Other biochemical	CRP	12	121419926	rs1169284	HNF1A
224	Electrolyte	Cl	12	121416650	rs1169288	HNF1A
224	Liver-related	GGT	12	121420260	rs7979473	HNF1A
224	Metabolic	TC	12	121406370	rs2243616	XLOC_009911,HNF1A-AS1
224	Kidney-related	BUN	12	121419056	rs1169286	HNF1A
225	Metabolic	HDL-C	12	123895906	rs28577594	KMT5A,RILPL2
225	Protein	AG	12	123701353	rs1727319	MPHOSPH9
226	Metabolic	TC	12	125353810	rs67053123	SCARB1,UBC
226	Metabolic	HDL-C	12	125353810	rs67053123	SCARB1,UBC
227	Protein	TP	13	28678254	rs9551440	FLT3,PAN3-AS1
227	Protein	NAP	13	28678254	rs9551440	FLT3,PAN3-AS1
228	Hematological	Baso	13	41390781	rs61123801	TPTE2P5
228	Hematological	RBC	13	41265982	rs111437842	FOXO1,MIR320D1
228	Hematological	MCH	13	41269656	rs148041301	FOXO1,MIR320D1
228	Hematological	MCV	13	41269656	rs148041301	FOXO1,MIR320D1
229	Kidney-related	sCr	13	42749711	rs67332916	DGKH
229	Kidney-related	eGFR	13	42749711	rs67332916	DGKH
229	Kidney-related	BUN	13	42775439	rs12583267	DGKH
230	Hematological	Hb	13	50812982	rs806293	DLEU1
230	Hematological	Ht	13	50812982	rs806293	DLEU1
231	Kidney-related	sCr	13	72347448	rs716877	DACH1
231	Kidney-related	eGFR	13	72347696	rs626277	DACH1
231	Kidney-related	BUN	13	72337754	rs1325339	DACH1
232	Hematological	RBC	13	76057383	rs9573567	TBC1D4,COMMD6
232	Hematological	MCV	13	76055096	rs9573563	TBC1D4
232	Hematological	MCH	13	76055096	rs9573563	TBC1D4
233	Hematological	MCV	13	110456688	rs4771651	IRS2,LINC00396
233	Hematological	MCH	13	110456688	rs4771651	IRS2,LINC00396
234	Hematological	Baso	14	23587555	rs1474920	CEBPE
234	Hematological	Mono	14	23589349	rs2239630	CEBPE
235	Hematological	Plt	14	24711798	rs28372734	TINF2
235	Hematological	MCV	14	24691151	rs117531891	NEDD8,NEDD8-MDP1
236	Hematological	WBC	14	25449226	rs8017228	STXBP6
236	Hematological	Mono	14	25445362	rs2004925	STXBP6
236	Hematological	Neutro	14	25438250	rs7141943	STXBP6
237	Protein	TP	14	95070187	rs926788	SERPINA5,SERPINA3
237	Protein	Alb	14	95054012	rs6119	SERPINA5
238	Protein	TP	14	103263020	rs8022180	TRAF3
238	Liver-related	ZTT	14	103243946	rs1051750	TRAF3
238	Protein	NAP	14	103280657	rs12432676	TRAF3
238	Protein	AG	14	103244070	rs71421264	TRAF3
239	Liver-related	GGT	14	103575070	rs2274685	EXOC3L4
239	Hematological	Plt	14	103572815	rs944002	EXOC3L4
240	Hematological	MCH	15	31553742	rs11854121	LOC283710,KLF13
240	Hematological	MCV	15	31553371	rs11855741	LOC283710,KLF13
241	Kidney-related	eGFR	15	51125319	rs8023655	SPPL2A,AP4E1
241	Kidney-related	sCr	15	51125319	rs8023655	SPPL2A,AP4E1
241	Electrolyte	Cl	15	51062317	rs12910301	SPPL2A,AP4E1
242	Electrolyte	Na	15	53931308	rs35487869	WDR72
242	Kidney-related	BUN	15	53931103	rs1906412	WDR72
242	Kidney-related	eGFR	15	53939042	rs10518732	WDR72
242	Kidney-related	sCr	15	53939042	rs10518732	WDR72
242	Electrolyte	K	15	53943318	rs7495833	WDR72
242	Electrolyte	Cl	15	53943318	rs7495833	WDR72
243	Metabolic	TC	15	58723675	rs1800588	LIPC
243	Metabolic	TG	15	58723675	rs1800588	LIPC
243	Metabolic	HDL-C	15	58723939	rs2070895	LIPC
244	Hematological	MCH	15	66095270	rs11857609	DENND4A,RAB11A
244	Hematological	MCHC	15	66095270	rs11857609	DENND4A,RAB11A
244	Hematological	MCV	15	66095270	rs11857609	DENND4A,RAB11A
245	Protein	TP	15	70207607	rs36040403	LINC00593,TLE3
245	Metabolic	TG	15	70207077	rs2679617	LINC00593,TLE3
245	Protein	NAP	15	70207607	rs36040403	LINC00593,TLE3
246	Kidney-related	sCr	15	76195940	rs7177266	FBXO22
246	Kidney-related	eGFR	15	76191644	rs28607641	UBE2Q2
247	Hematological	Eosino	15	80267481	rs117072053	BCL2A1,ZFAND6
247	Hematological	WBC	15	80279344	rs3915470	BCL2A1,ZFAND6
247	Hematological	Mono	15	80267395	rs117424492	BCL2A1,ZFAND6
248	Kidney-related	eGFR	15	81136718	rs79170539	CEMIP
248	Kidney-related	sCr	15	81148739	rs16972495	CEMIP
249	Kidney-related	eGFR	15	99309542	rs4966025	IGF1R
249	Kidney-related	UA	15	99289607	rs59350108	IGF1R
249	Kidney-related	BUN	15	99269878	rs28657002	IGF1R
249	Kidney-related	sCr	15	99301535	rs10794486	IGF1R
250	Hematological	RBC	16	193224	rs11864973	NPRL3,HBZ
250	Hematological	MCV	16	193224	rs11864973	NPRL3,HBZ
250	Hematological	MCH	16	193224	rs11864973	NPRL3,HBZ
250	Hematological	MCHC	16	193224	rs11864973	NPRL3,HBZ
251	Kidney-related	sCr	16	20392332	rs77924615	PDILT
251	Kidney-related	eGFR	16	20392332	rs77924615	PDILT
251	Kidney-related	BUN	16	20407196	rs12921916	PDILT
252	Hematological	RBC	16	30103160	rs3809627	TBX6
252	Hematological	MCV	16	30093779	rs2278557	PPP4C
253	Kidney-related	eGFR	16	51754991	rs12935539	SALL1,LINC01571
253	Kidney-related	sCr	16	51754991	rs12935539	SALL1,LINC01571
254	Metabolic	TG	16	56987369	rs56156922	HERPUD1,CETP
254	Metabolic	HDL-C	16	56987369	rs56156922	HERPUD1,CETP
254	Metabolic	TC	16	56987369	rs56156922	HERPUD1,CETP
255	Electrolyte	Cl	16	69700201	rs62049973	NFAT5
255	Electrolyte	Na	16	69653696	rs39999	NFAT5
255	Kidney-related	UA	16	69590366	rs1549287	CYB5B,MIR1538
256	Metabolic	TC	16	72079657	rs77303550	DHODH,HP
256	Metabolic	LDL-C	16	72079657	rs77303550	DHODH,HP
257	Hematological	Baso	16	88518569	rs12445547	ZNF469,ZFPM1
257	Electrolyte	Ca	16	88523815	rs7206699	ZFPM1
258	Hematological	MCHC	16	88853729	rs837763	PIEZO1,CDT1
258	Hematological	MCV	16	88862343	rs861400	PIEZO1,CDT1
258	Metabolic	HbA1c	16	88858646	rs2968478	PIEZO1,CDT1
259	Protein	TP	17	7462555	rs11552708	TNFSF13
259	Protein	AG	17	7462969	rs3803800	TNFSF12-TNFSF13,TNFSF13
259	Protein	NAP	17	7462969	rs3803800	TNFSF12-TNFSF13,TNFSF13
260	Protein	AG	17	16857177	rs57166795	TNFRSF13B
260	Electrolyte	Na	17	16842991	rs34562254	TNFRSF13B
260	Protein	TP	17	16863638	rs4985726	TNFRSF13B
260	Protein	Alb	17	16842991	rs34562254	TNFRSF13B
260	Liver-related	ZTT	17	16839782	rs74998556	KRT16P2,TNFRSF13B
260	Protein	NAP	17	16863638	rs4985726	TNFRSF13B
261	Hematological	MCH	17	27195871	rs9913973	MIR4732,FLOT2
261	Hematological	MCHC	17	27188296	rs28448745	MIR451B;ERAL1,MIR144,MIR451A,MIR4732
261	Hematological	MCV	17	27172520	rs28847895	FAM222B,ERAL1
262	Kidney-related	sCr	17	37607904	rs7212715	MED1
262	Kidney-related	eGFR	17	37607904	rs7212715	MED1
263	Other biochemical	CK	17	38168715	rs7208815	PSMD3,CSF3
263	Hematological	Neutro	17	38175561	rs709591	MED24
263	Hematological	WBC	17	38165298	rs55771023	PSMD3,CSF3
264	Hematological	MCV	17	44132659	rs148910659	KANSL1
264	Hematological	RBC	17	44132659	rs148910659	KANSL1
264	Hematological	MCH	17	44132659	rs148910659	KANSL1
265	Hematological	MCH	17	47866532	rs1123339	KAT7
265	Hematological	MCV	17	47866532	rs1123339	KAT7
266	Electrolyte	Ca	17	59456589	rs9895661	BCAS3
266	Kidney-related	eGFR	17	59456589	rs9895661	BCAS3
266	Kidney-related	sCr	17	59456589	rs9895661	BCAS3
266	Kidney-related	UA	17	59456589	rs9895661	BCAS3
267	Electrolyte	K	17	59484316	rs7215775	TBX2
267	Electrolyte	Cl	17	59484316	rs7215775	TBX2
268	Other biochemical	APTT	17	64208285	rs1801690	APOH
268	Other biochemical	CK	17	64208285	rs1801690	APOH
269	Electrolyte	Cl	17	66270082	rs35397826	SLC16A6
269	Electrolyte	Na	17	66270082	rs35397826	SLC16A6
270	Hematological	MCV	17	76124865	rs2748424	TMC6
270	Hematological	RBC	17	76124865	rs2748424	TMC6
270	Hematological	MCH	17	76124865	rs2748424	TMC6
270	Metabolic	HbA1c	17	76121864	rs2748427	TMC6
271	Protein	TP	17	77910974	rs894872	TBC1D16
271	Protein	NAP	17	77914561	rs2241950	TBC1D16
271	Protein	AG	17	77914561	rs2241950	TBC1D16
272	Blood pressure	MAP	18	721563	rs8098380	YES1
272	Blood pressure	DBP	18	721563	rs8098380	YES1
272	Blood pressure	SBP	18	721563	rs8098380	YES1
273	Kidney-related	sCr	18	24393213	rs16942751	PCAT18,AQP4
273	Kidney-related	eGFR	18	24393213	rs16942751	PCAT18,AQP4
274	Echocardiographic	LVDs	18	30077859	rs11874741	GAREM1,WBP11P1
274	Echocardiographic	LVDd	18	30077859	rs11874741	GAREM1,WBP11P1
275	Hematological	Plt	18	42084513	rs17841683	LINC01478
275	Hematological	Neutro	18	42041063	rs12606438	LINC01478
275	Hematological	WBC	18	42084513	rs17841683	LINC01478
276	Hematological	MCH	18	43793808	rs8095142	C18orf25
276	Hematological	MCV	18	43793808	rs8095142	C18orf25
277	Kidney-related	eGFR	18	46460903	rs2337106	SMAD7
277	Kidney-related	sCr	18	46460903	rs2337106	SMAD7
278	Metabolic	HDL-C	18	47119579	rs11082764	LIPG
278	Metabolic	TC	18	47118923	rs3786247	LIPG
279	Hematological	MCH	18	55238820	rs2272783	FECH
279	Hematological	MCV	18	55238820	rs2272783	FECH
280	Protein	NAP	18	60826343	rs4940572	BCL2
280	Protein	AG	18	60826343	rs4940572	BCL2
280	Protein	TP	18	60835170	rs8094630	BCL2
281	Kidney-related	eGFR	18	77158225	rs549752	NFATC1
281	Kidney-related	BUN	18	77158225	rs549752	NFATC1
281	Kidney-related	sCr	18	77158225	rs549752	NFATC1
282	Hematological	Ht	19	2186757	rs8108461	DOT1L
282	Blood pressure	PP	19	2177625	rs55678414	DOT1L
282	Hematological	Hb	19	2165842	rs12610645	DOT1L
282	Hematological	RBC	19	2167878	rs4807205	DOT1L
283	Hematological	MCH	19	4485046	rs11669479	HDGFRP2
283	Hematological	MCV	19	4485046	rs11669479	HDGFRP2
284	Metabolic	TC	19	11242307	rs2738464	LDLR
284	Metabolic	LDL-C	19	11242307	rs2738464	LDLR
285	Hematological	RBC	19	12982291	rs117062702	MAST1
